variant,feature_events,has_raf,has_cancel_raf,has_canvas_2d,has_resize,has_stateRef,setState_in_raf,has_dom_overlay_text,has_fixed_timestep,uses_performance_now,has_loop_mod,has_deterministic_rng,force_spring,force_attract_to_center,force_repulse,force_noise_jitter,force_damping_mul,force_velocity_clamp,pass_threads,pass_particles,pass_hotspot_gradient,pass_trails_alpha,has_lerp,has_smoothstep,has_easing_words,has_clusters,has_threads,has_hotspots,has_scan_ring,has_stress_pulse,has_shadow_blur,has_trails,has_gradients,has_teal,has_red,particle_count,cluster_count,duration_ms,signature,score,ENGINE_CLASS,files_analyzed,__event_keys
красивая-геометрия,"[{""variant"":""красивая-геометрия"",""feature"":""has_canvas_2d"",""file"":""components/ReconstructionCanvas.tsx"",""line"":70,""match"":""getContext('2d')"",""snippet"":""  useEffect(() => {\n    const canvas = canvasRef.current;\n    if (!canvas) return;\n    const ctx = canvas.getContext('2d', { alpha: true });\n    if (!ctx) return;\n\n    let startTime: number | null = null;"",""kind"":""ast""},{""variant"":""красивая-геометрия"",""feature"":""has_raf"",""file"":""components/ReconstructionCanvas.tsx"",""line"":243,""match"":""requestAnimationFrame"",""snippet"":""      drawList.forEach(item => item.draw());\n\n      ctx.restore();\n      frameId = requestAnimationFrame(render);\n    };\n\n    frameId = requestAnimationFrame(render);"",""kind"":""ast""},{""variant"":""красивая-геометрия"",""feature"":""has_raf"",""file"":""components/ReconstructionCanvas.tsx"",""line"":246,""match"":""requestAnimationFrame"",""snippet"":""      frameId = requestAnimationFrame(render);\n    };\n\n    frameId = requestAnimationFrame(render);\n\n    return () => {\n      cancelAnimationFrame(frameId);"",""kind"":""ast""},{""variant"":""красивая-геометрия"",""feature"":""has_cancel_raf"",""file"":""components/ReconstructionCanvas.tsx"",""line"":249,""match"":""cancelAnimationFrame"",""snippet"":""    frameId = requestAnimationFrame(render);\n\n    return () => {\n      cancelAnimationFrame(frameId);\n    };\n  }, [width, height, cubes, onPhaseChange]);\n"",""kind"":""ast""}]",1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,18000,-_-_-_-_-_-_-_-_OK,9,CHAOTIC,3,{}
